骑士||32|1|5000|10000||||||3|3|6|0|3|3|3|6|6|3|6|3|0|6|3|6|6|6|6|6|6|6|6|||||
王宫骑士||33|1|10000|50000||||||3|3|8|0|3|3|3|8|8|3|8|3|0|8|3|8|8|8|8|8|8|8|8|||||
近卫骑士||34|1|20000|100000||||||3|3|10|0|3|3|3|10|10|3|10|3|0|10|3|10|10|10|10|10|10|10|10|||||
铁血骑士||35|1|40000|160000||||||4|4|11|0|4|4|4|11|11|4|11|4|0|11|4|10|10|10|10|10|10|10|10|||||
黑骑士||36|1|20000|10000000||||||5|5|11|0|5|5|5|11|11|5|11|5|0|11|5|10|10|10|10|10|10|10|10|||||
圣骑士||37|1|20000|10000000||||||5|5|11|0|5|5|5|11|11|5|11|5|0|11|5|10|10|10|10|10|10|10|10|||||
见习弓箭手||41|1|0|0||||||3|3|3|0|4|3|3|3|3|4|3|4|0|3|4|4|4|4|4|4|4|4|4|||||
弓箭手||42|1|5000|10000||||||3|3|3|0|6|4|4|3|3|6|3|6|0|3|6|6|6|6|6|6|6|6|6|||||
王宫弓箭手||43|1|10000|50000||||||4|4|4|0|8|5|5|4|4|8|4|8|0|4|8|8|8|8|8|8|8|8|8|||||
弓术师范||44|1|20000|100000||||||4|4|4|0|10|6|6|4|4|10|4|10|0|4|10|10|10|10|10|10|10|10|10|||||
游侠||45|1|40000|160000||||||4|4|4|0|11|7|7|4|4|11|4|11|0|4|11|10|10|10|10|10|10|10|10|||||
神射手||46|1|20000|10000000||||||5|5|5|0|11|7|7|5|5|11|5|11|0|5|11|10|10|10|10|10|10|10|10|||||
森林守护者||47|1|20000|10000000||||||5|5|5|0|11|7|7|5|5|11|5|11|0|5|11|10|10|10|10|10|10|10|10|||||
见习士兵||51|1|0|0||||||3|3|3|0|3|3|3|3|3|3|3|3|0|3|3|4|4|4|4|4|4|4|4|||||
士兵||52|1|5000|10000||||||4|4|4|0|4|4|4|4|4|4|4|4|0|4|4|6|6|6|6|6|6|6|6|||||
王宫士兵||53|1|10000|50000||||||5|5|5|0|5|5|5|5|5|5|5|5|0|5|5|8|8|8|8|8|8|8|8|||||
士兵长||54|1|20000|100000||||||6|6|6|0|6|6|6|6|6|6|6|6|0|6|6|10|10|10|10|10|10|10|10|||||
重战士||55|1|40000|160000||||||7|7|7|0|7|7|7|7|7|7|7|7|0|7|7|10|10|10|10|10|10|10|10|||||
装甲兵||56|1|20000|10000000||||||7|7|7|0|7|7|7|7|7|7|7|7|0|7|7|10|10|10|10|10|10|10|10|||||
蹂躏兵||57|1|20000|10000000||||||7|7|7|0|7|7|7|7|7|7|7|7|0|7|7|10|10|10|10|10|10|10|10|||||
见习传教士||61|1|0|0||||||0|0|0|4|0|0|3|0|0|4|0|3|4|0|4|4|4|4|4|4|4|4|4|||||
传教士||62|1|5000|10000|61|62|63|68||0|0|0|6|0|0|3|0|0|6|0|3|6|0|6|6|6|6|6|6|6|6|6|4|4|4|4|
牧师||63|1|10000|50000|61|62|63|68||0|0|0|8|0|0|4|0|0|8|0|4|8|0|8|8|8|8|8|8|8|8|8|6|6|6|6|
主教||64|1|20000|100000|61|62|63|68||0|0|0|10|0|0|4|0|0|10|0|4|10|0|10|10|10|10|10|10|10|10|10|8|8|8|8|
大主教||65|1|40000|160000|61|62|63|68||0|0|0|11|0|0|5|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
李贝留斯的仆人||66|1|20000|10000000|61|62|63|68||0|0|0|11|0|0|5|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
阿尔杰斯的使徒||67|1|20000|10000000|61|62|63|68||0|0|0|11|0|0|5|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
见习魔术师||71|1|0|0||||||0|0|0|4|0|3|0|0|0|4|0|3|4|0|4|4|4|4|4|4|4|4|4|||||
魔术师||72|1|5000|10000||||||0|0|0|6|0|3|0|0|0|6|0|3|6|0|6|6|6|6|6|6|6|6|6|4|4|4|4|
王宫魔法师||73|1|10000|50000||||||0|0|0|8|0|4|0|0|0|8|0|4|8|0|8|8|8|8|8|8|8|8|8|6|6|6|6|
魔导士||74|1|20000|100000||||||0|0|0|10|0|4|0|0|0|10|0|4|10|0|10|10|10|10|10|10|10|10|10|8|8|8|8|
大魔导师||75|1|40000|160000||||||0|0|0|11|0|5|0|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
狂魔导师||76|1|20000|10000000||||||0|0|0|11|0|5|0|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
法王||77|1|20000|10000000||||||0|0|0|11|0|5|0|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
见习咒术师||81|1|0|0||||||0|0|0|4|0|3|0|0|0|4|0|3|4|0|4|4|4|4|4|4|4|4|4|||||
咒术师||82|1|5000|10000||||||0|0|0|6|0|3|0|0|0|6|0|3|6|0|6|6|6|6|6|6|6|6|6|||||
王宫咒术师||83|1|10000|50000||||||0|0|0|8|0|4|0|0|0|8|0|4|8|0|8|8|8|8|8|8|8|8|8|||||
降头师||84|1|20000|100000||||||0|0|0|10|0|4|0|0|0|10|0|4|10|0|10|10|10|10|10|10|10|10|10|||||
咒术大师||85|1|40000|160000||||||0|0|0|11|0|5|0|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|||||
右月咒缚者||86|1|20000|10000000||||||0|0|0|11|0|5|0|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|||||
左月咒缚者||87|1|20000|10000000||||||0|0|0|11|0|5|0|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|||||
见习封印师||91|1|0|0||||||3|3|3|3|3|3|3|3|0|4|0|4|0|0|4|4|4|4|4|4|4|4|4|||||
封印师||92|1|5000|10000|69|||||3|3|3|4|3|3|3|3|0|6|0|6|0|0|6|6|6|6|6|6|6|6|6|4||||
王宫封印师||93|1|10000|50000|69|||||3|3|3|5|4|4|4|4|0|8|0|8|0|0|8|8|8|8|8|8|8|8|8|6||||
封印术师范||94|1|20000|100000|69|||||4|4|4|6|4|4|4|4|0|10|0|10|0|0|10|10|10|10|10|10|10|10|10|8||||
封印大师||95|1|40000|160000|69|||||5|5|5|7|5|5|5|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
黑暗召唤师||96|1|20000|10000000|69|||||5|5|5|7|5|5|5|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
恶魔召唤师||97|1|20000|10000000|69|||||5|5|5|7|5|5|5|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
见习饲养师||101|1|0|0||||||3|3|3|3|3|3|4|3|0|4|0|4|0|0|4|4|4|4|4|4|4|4|4|||||
饲养师||102|1|5000|10000|70|||||3|3|3|3|3|3|6|3|0|6|0|6|0|0|6|6|6|6|6|6|6|6|6|4||||
王宫饲养师||103|1|10000|50000|70|||||4|4|4|4|4|4|8|4|0|8|0|8|0|0|8|8|8|8|8|8|8|8|8|6||||
高级饲养师||104|1|20000|100000|70|||||4|4|4|4|4|4|10|4|0|10|0|10|0|0|10|10|10|10|10|10|10|10|10|8||||
饲养大师||105|1|40000|160000|70|||||5|5|5|5|5|5|11|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
顶尖饲养师||106|1|20000|10000000|70|||||5|5|5|5|5|5|11|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
星之饲养师||107|1|20000|10000000|70|||||5|5|5|5|5|5|11|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
见习驯兽师||111|1|0|0||||||3|3|3|3|3|4|3|3|0|4|0|4|0|0|4|4|4|4|4|4|4|4|4|||||
驯兽师||112|1|5000|10000|71|||||3|3|3|3|3|6|3|3|0|6|0|6|0|0|6|6|6|6|6|6|6|6|6|4||||
王宫驯兽师||113|1|10000|50000|71|||||4|4|4|4|4|8|4|4|0|8|0|8|0|0|8|8|8|8|8|8|8|8|8|6||||
驯兽师范||114|1|20000|100000|71|||||4|4|4|4|4|10|4|4|0|10|0|10|0|0|10|10|10|10|10|10|10|10|10|8||||
驯兽大师||115|1|40000|160000|71|||||5|5|5|5|5|11|5|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
伟大驯兽师||116|1|20000|10000000|71|||||5|5|5|5|5|11|5|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
黑暗驯兽师||117|1|20000|10000000|71|||||5|5|5|5|5|11|5|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
见习盗贼||121|1|0|0||||||3|3|3|3|3|4|3|3|0|4|0|4|0|0|4|4|4|4|4|4|4|4|4|||||
盗贼||122|1|5000|10000|72|||||3|3|3|3|3|6|4|3|0|6|0|6|0|0|6|6|6|6|6|6|6|6|6|4||||
小偷||123|1|10000|50000|72|||||4|4|4|4|4|8|5|4|0|8|0|8|0|0|8|8|8|8|8|8|8|8|8|6||||
诈欺师||124|1|20000|100000|72|||||4|4|4|4|4|10|6|4|0|10|0|10|0|0|10|10|10|10|10|10|10|10|10|8||||
神偷||125|1|40000|160000|72|||||5|5|5|5|5|11|7|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
怪盗||126|1|20000|10000000|72|||||5|5|5|5|5|11|7|6|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
盗贼王||127|1|20000|10000000|72|||||5|5|5|5|5|11|7|6|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
见习巫师||131|1|0|0||||||0|0|0|4|0|0|3|0|0|4|0|3|4|0|4|4|4|4|4|4|4|4|4|||||
巫师||132|1|5000|10000|64|67|65|66||0|0|0|6|0|0|3|0|0|6|0|3|6|0|6|6|6|6|6|6|6|6|6|4|4|4|4|
王宫巫师||133|1|10000|50000|64|67|65|66||0|0|0|8|0|0|4|0|0|8|0|4|8|0|8|8|8|8|8|8|8|8|8|6|6|6|6|
巫术大师||134|1|20000|100000|64|67|65|66||0|0|0|10|0|0|4|0|0|10|0|4|10|0|10|10|10|10|10|10|10|10|10|8|8|8|8|
巫王||135|1|40000|160000|64|67|65|66||0|0|0|11|0|0|5|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
阿斯提亚神官||136|1|20000|10000000|64|67|65|66||0|0|0|11|0|0|5|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
哈贝鲁先知||137|1|20000|10000000|64|67|65|66||0|0|0|11|0|0|5|0|0|11|0|5|11|0|11|10|10|10|10|10|10|10|10|10|10|10|10|
见习格斗士||141|1|0|0||||||0|0|0|0|0|0|0|0|0|4|0|4|0|0|4|4|4|4|4|4|4|4|4|||||
格斗士||142|1|5000|10000|94|||||0|0|0|0|0|0|0|0|0|6|0|6|0|0|6|6|6|6|6|6|6|6|6|4||||
格斗专家||143|1|10000|50000|94|||||0|0|0|0|0|0|0|0|0|8|0|8|0|0|8|8|8|8|8|8|8|8|8|6||||
格斗家师范||144|1|20000|100000|94|||||0|0|0|0|0|0|0|0|0|10|0|10|0|0|10|10|10|10|10|10|10|10|10|8||||
格斗王||145|1|40000|160000|94|||||0|0|0|0|0|0|0|0|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
铁拳王||146|1|20000|10000000|94|||||0|0|0|0|0|0|0|0|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
拳圣||147|1|20000|10000000|94|||||0|0|0|0|0|0|0|0|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
初级忍者||151|1|0|0||||||2|2|2|0|2|4|4|0|0|0|0|0|0|0|0|4|4|4|4|4|4|4|4|||||
中级忍者||152|1|5000|10000|96|||||4|4|4|0|4|6|6|0|0|0|0|0|0|0|0|6|6|6|6|6|6|6|6|4||||
上级忍者||153|1|10000|50000|96|||||6|6|6|0|6|8|8|0|0|0|0|0|0|0|0|8|8|8|8|8|8|8|8|6||||
影||154|1|20000|100000|96|||||8|8|8|0|8|10|10|0|0|0|0|0|0|0|0|10|10|10|10|10|10|10|10|8||||
阴||155|1|40000|160000|96|||||10|10|10|0|10|11|11|0|1|1|0|1|0|1|1|10|10|10|10|10|10|10|10|10||||
闇||156|1|20000|10000000|96|||||10|10|10|0|10|11|11|0|1|1|0|1|0|1|1|10|10|10|10|10|10|10|10|10||||
隐||157|1|20000|10000000|96|||||10|10|10|0|10|11|11|0|1|1|0|1|0|1|1|10|10|10|10|10|10|10|10|10||||
见习舞者||161|1|0|0||||||3|3|3|3|3|3|4|3|0|4|0|4|0|0|4|4|4|4|4|4|4|4|4|||||
串场艺人||162|1|5000|10000|98|||||3|3|3|3|3|4|6|3|0|6|0|6|0|0|6|6|6|6|6|6|6|6|6|4||||
舞者||163|1|10000|50000|98|||||4|4|4|4|4|5|8|4|0|8|0|8|0|0|8|8|8|8|8|8|8|8|8|6||||
超级巨星||164|1|20000|100000|98|||||4|4|4|4|4|6|10|4|0|10|0|10|0|0|10|10|10|10|10|10|10|10|10|8||||
国际巨星||165|1|40000|160000|98|||||5|5|5|5|5|7|11|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
星之舞者||166|1|20000|10000000|98|||||5|5|5|5|5|7|11|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
月之舞者||167|1|20000|10000000|98|||||5|5|5|5|5|7|11|5|0|11|0|11|0|0|11|10|10|10|10|10|10|10|10|10||||
铸剑学徒||201|2|0|0||||||4|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
铸剑工||202|2|5000|4000|200|||||6|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深铸剑师傅||203|2|10000|14000|200|||||8|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用铸剑师||204|2|20000|29000|200|||||10|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
铸剑名师||205|2|40000|47000|200|||||11|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
铸剑巨匠||206|2|20000|10000000|200|||||11|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
铸剑神匠||207|2|20000|10000000|200|||||11|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造斧学徒||211|2|0|0||||||2|4|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
造斧工||212|2|5000|4000|201|||||2|6|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深造斧师傅||213|2|10000|14000|201|||||3|8|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用造斧师||214|2|20000|29000|201|||||3|10|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
造斧名师||215|2|40000|47000|201|||||4|11|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
造斧巨匠||216|2|20000|10000000|201|||||5|11|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造斧神匠||217|2|20000|10000000|201|||||5|11|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造枪学徒||221|2|0|0||||||2|2|4|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
造枪工||222|2|5000|4000|202|||||2|2|6|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深造枪师傅||223|2|10000|14000|202|||||3|3|8|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用造枪师||224|2|20000|29000|202|||||3|3|10|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
造枪名师||225|2|40000|47000|202|||||4|4|11|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
造枪巨匠||226|2|20000|10000000|202|||||5|5|11|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造枪神匠||227|2|20000|10000000|202|||||5|5|11|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造弓学徒||231|2|0|0||||||2|2|2|2|4|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
造弓工||232|2|5000|4000|203|||||2|2|2|2|6|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深造弓师傅||233|2|10000|14000|203|||||3|3|3|3|8|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用造弓师||234|2|20000|29000|203|||||3|3|3|3|10|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
造弓名师||235|2|40000|47000|203|||||4|4|4|4|11|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
造弓巨匠||236|2|20000|10000000|203|||||5|5|5|5|11|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造弓神匠||237|2|20000|1000000|203|||||5|5|5|5|11|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造杖学徒||241|2|0|0||||||2|2|2|4|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
造杖工||242|2|5000|4000|204|||||2|2|2|6|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深造杖师傅||243|2|10000|14000|204|||||3|3|3|8|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用造杖师||244|2|20000|29000|204|||||3|3|3|10|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
造杖名师||245|2|40000|47000|204|||||4|4|4|11|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
造杖巨匠||246|2|20000|1000000|204|||||5|5|5|11|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造杖神匠||247|2|20000|1000000|204|||||5|5|5|11|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
投掷武器学徒||251|2|0|0||||||2|2|2|2|2|2|4|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
投掷武器工||252|2|5000|4000|205|||||2|2|2|2|2|2|6|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深投掷武器师傅||253|2|10000|14000|205|||||3|3|3|3|3|3|8|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用投掷武器师傅||254|2|20000|29000|205|||||3|3|3|3|3|3|10|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
投掷武器名师||255|2|40000|47000|205|||||4|4|4|4|4|4|11|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
投掷武器巨匠||256|2|20000|1000000|205|||||5|5|5|5|5|5|11|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
投掷武器神匠||257|2|20000|1000000|205|||||5|5|5|5|5|5|11|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
小刀学徒||261|2|0|0||||||2|2|2|2|2|4|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
小刀工||262|2|5000|4000|206|||||2|2|2|2|2|6|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深小刀师傅||263|2|10000|14000|206|||||3|3|3|3|3|8|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用小刀师傅||264|2|20000|29000|206|||||3|3|3|3|3|10|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
小刀名师||265|2|40000|47000|206|||||4|4|4|4|4|11|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
小刀巨匠||266|2|20000|1000000|206|||||5|5|5|5|5|11|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
小刀神匠||267|2|20000|1000000|206|||||5|5|5|5|5|11|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
头盔学徒||271|2|0|0||||||2|2|2|2|2|2|2|2|4|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
头盔工||272|2|5000|4000|207|||||2|2|2|2|2|2|2|2|6|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深头盔师傅||273|2|10000|14000|207|||||3|3|3|3|3|3|3|3|8|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用头盔师傅||274|2|20000|29000|207|||||3|3|3|3|3|3|3|3|10|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
头盔名师||275|2|40000|47000|207|||||4|4|4|4|4|4|4|4|11|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
头盔巨匠||276|2|20000|1000000|207|||||5|5|5|5|5|5|5|5|11|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
头盔神匠||277|2|20000|1000000|207|||||5|5|5|5|5|5|5|5|11|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
帽子学徒||281|2|0|0||||||2|2|2|2|2|2|2|2|2|4|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
帽子工||282|2|5000|4000|208|||||2|2|2|2|2|2|2|2|2|6|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深帽子师傅||283|2|10000|14000|208|||||3|3|3|3|3|3|3|3|3|8|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用帽子师傅||284|2|20000|29000|208|||||3|3|3|3|3|3|3|3|3|10|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
帽子名师||285|2|40000|47000|208|||||4|4|4|4|4|4|4|4|4|11|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
帽子巨匠||286|2|20000|1000000|208|||||5|5|5|5|5|5|5|5|5|11|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
帽子神匠||287|2|20000|1000000|208|||||5|5|5|5|5|5|5|5|5|11|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
铠甲学徒||291|2|0|0||||||2|2|2|2|2|2|2|2|2|2|4|2|2|2|2|4|4|4|4|4|4|4|4|||||
铠甲工||292|2|5000|4000|209|||||2|2|2|2|2|2|2|2|2|2|6|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深铠甲师傅||293|2|10000|14000|209|||||3|3|3|3|3|3|3|3|3|3|8|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用铠甲师傅||294|2|20000|29000|209|||||3|3|3|3|3|3|3|3|3|3|10|3|3|3|3|10|10|10|10|10|10|10|10|8||||
铠甲名师||295|2|40000|47000|209|||||4|4|4|4|4|4|4|4|4|4|11|4|4|4|4|10|10|10|10|10|10|10|10|10||||
铠甲巨匠||296|2|40000|1000000|209|||||4|4|4|4|4|4|4|4|4|4|11|4|4|4|4|10|10|10|10|10|10|10|10|10||||
铠甲神匠||297|2|20000|1000000|209|||||5|5|5|5|5|5|5|5|5|5|11|5|5|5|5|10|10|10|10|10|10|10|10|10||||
裁缝学徒||301|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|4|2|2|2|4|4|4|4|4|4|4|4|||||
裁缝工||302|2|5000|4000|210|||||2|2|2|2|2|2|2|2|2|2|2|6|2|2|2|6|6|6|6|6|6|6|6|4||||
资深裁缝师傅||303|2|10000|14000|210|||||3|3|3|3|3|3|3|3|3|3|3|8|3|3|3|8|8|8|8|8|8|8|8|6||||
御用裁缝师||304|2|20000|29000|210|||||3|3|3|3|3|3|3|3|3|3|3|10|3|3|3|10|10|10|10|10|10|10|10|8||||
裁缝名师||305|2|40000|47000|210|||||4|4|4|4|4|4|4|4|4|4|4|11|4|4|4|10|10|10|10|10|10|10|10|10||||
裁缝巨匠||306|2|20000|1000000|210|||||5|5|5|5|5|5|5|5|5|5|5|11|5|5|5|10|10|10|10|10|10|10|10|10||||
裁缝神匠||307|2|20000|1000000|210|||||5|5|5|5|5|5|5|5|5|5|5|11|5|5|5|10|10|10|10|10|10|10|10|10||||
长袍学徒||311|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|4|2|2|4|4|4|4|4|4|4|4|||||
长袍工||312|2|5000|4000|211|||||2|2|2|2|2|2|2|2|2|2|2|2|6|2|2|6|6|6|6|6|6|6|6|4||||
资深长袍师傅||313|2|10000|14000|211|||||3|3|3|3|3|3|3|3|3|3|3|3|8|3|3|8|8|8|8|8|8|8|8|6||||
御用长袍师傅||314|2|20000|29000|211|||||3|3|3|3|3|3|3|3|3|3|3|3|10|3|3|10|10|10|10|10|10|10|10|8||||
长袍名师||315|2|40000|47000|211|||||4|4|4|4|4|4|4|4|4|4|4|4|11|4|4|10|10|10|10|10|10|10|10|10||||
长袍巨匠||316|2|20000|1000000|211|||||5|5|5|5|5|5|5|5|5|5|5|5|11|5|5|10|10|10|10|10|10|10|10|10||||
长袍神匠||317|2|20000|1000000|211|||||5|5|5|5|5|5|5|5|5|5|5|5|11|5|5|10|10|10|10|10|10|10|10|10||||
制靴学徒||321|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|4|2|4|4|4|4|4|4|4|4|||||
制靴工||322|2|5000|4000|212|||||2|2|2|2|2|2|2|2|2|2|2|2|2|6|2|6|6|6|6|6|6|6|6|4||||
