#影之珍珠|42|9392|200|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|43|9393|200|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|44|9394|200|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|45|9395|200|0|9355|9365|9375|9385||1|1|1|1|
皇后手镯|59|18970|200|10|9614|9625|9613|9615|12822|5|20|1|1|20
手斧|60|805|201|60|9611|10000||||4|20|||
勇气之斧|61|809|201|60|9611|10000|9612|||4|20|3||
宽手斧|62|812|201|60|9611|10000|9612|10001||7|20|4|20|
战斗手斧|63|811|201|60|9612|10000|10001|9613||10|20|20|5|
格斗手斧|64|820|201|60|9611|9612|9613|10002||9|5|5|20|
钢斧|65|826|201|60|9611|9612|10002|9614||10|9|20|4|
长战斧|66|830|201|60|9611|9612|9613|9614|10003|8|8|7|3|20
双刃斧|67|838|201|60|10000|9612|9613|9614|9615|20|10|7|5|4
钩爪斧|68|841|201|60|10001|9613|9614|9615|10004|20|10|10|5|20
阔刃斧|69|842|201|60|9612|9613|9614|10004|9616|10|10|10|20|2
弯月大战斧|70|854|201|60|10002|9614|9615|9616|10005|20|10|10|6|20
大型阔刃斧|71|852|201|60|9613|9614|9615|10005|9617|8|10|10|20|3
大型双刃斧|72|863|201|60|9612|10004|9616|10005|9617|20|20|12|20|6
超大皇帝斧|73|867|201|60|18451|9614|9616|9617|10006|1|20|10|10|20
新月斧|74|878|201|60|9615|9616|10005|10006|9618|13|10|20|20|10
米诺陶斯战斧|75|872|201|60|18450|9614|9617|9618|10007|1|10|10|10|20
薄刃钩爪斧|76|883|201|60|9616|10006|9617|10007|9619|10|20|10|20|10
弯月长柄斧|77|885|201|60|18451|9615|9618|9619|10008|2|10|10|10|20
金属重斧|78|890|201|60|9617|9618|10007|10008|9620|10|10|20|20|8
处刑斧|79|895|201|60|18449|18451|18450|9620|10009|2|2|2|14|20
大型双刃斧+|80|875|201|60|9617|9618|10007|9630|18509|20|12|20|20|20
#水龙之斧|81|205|201|60|18852|18449|18450|9617||1|2|2|20|
暗黑之斧|83|207|201|120|302|18449|18450|9640||1|4|4|20|
钻宝雷格之斧|84|600202|201|60|9612|9700|9614|9616|10004|10|7|7|2|20
高速斧|85|600215|201|60|18449|9619|9618|9638|10009|2|6|8|8|40
重击斧|86|600216|201|60|18450|9618|9617|9638|10009|2|10|9|3|40
陨石之鼓|96|40856|2004|10|18211|10001|9611|18373||20|10|1|1|
薰香包|97|40857|2004|10|12800|12801|10400|10401||10|10|1|1|
石弹|98|40781|2001|10|9611|18310|10002|10401||6|2|20|4|
火焰弹|99|40782|2001|10|10401|9613|10001|18312||8|2|20|8|
#影之珍珠|100|9390|201|0|9350|9360|9370|9380||1|1|1|1|
#影之珍珠|101|9391|201|0|9351|9361|9371|9381||1|1|1|1|
#影之珍珠|102|9392|201|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|103|9393|201|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|104|9394|201|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|105|9395|201|0|9355|9365|9375|9385||1|1|1|1|
皇后手镯|119|18970|201|10|9614|9625|9613|9615|12822|5|20|1|1|20
短矛|120|1608|202|60|9611|10000||||4|20|||
攻城枪|121|1606|202|60|9611|10000|9612|||5|20|3||
刺枪|122|1619|202|60|9611|10000|9612|10001||7|20|4|20|
金属枪|123|1613|202|60|9611|10000|9612|10001||8|20|5|20|
长柄弯枪|124|1629|202|60|9611|9612|10001|9613|10002|10|6|20|3|20
长柄尖枪|125|1625|202|60|9612|10001|9613|10002|9614|8|20|6|20|5
穗枪|126|1635|202|60|9612|9613|10002|9614|10003|8|7|20|7|20
双叉戟|127|1634|202|60|9613|10002|9614|10003|9615|10|20|10|20|3
护卫枪|128|1643|202|60|10002|9613|10003|9615|10004|20|15|20|10|20
骑士枪|129|1649|202|60|10001|9613|10003|10004|9616|20|15|20|20|10
大砍枪|130|1657|202|60|9614|9615|10004|9616|10005|7|8|20|10|20
长尖枪|131|1658|202|60|10003|9615|9616|10005|9617|20|9|10|20|5
蝎枪|132|1663|202|60|10002|9613|9616|10006|9617|20|15|10|20|8
双刃枪|133|1669|202|60|18449|9616|10005|10006|9617|1|10|20|20|14
阔刃枪|134|1678|202|60|10003|10004|10005|10006|9618|20|20|20|20|20
东方长刺枪|135|1673|202|60|18450|9616|9617|9618|10007|1|9|9|10|20
钩爪枪|136|1684|202|60|10004|10005|10006|10007|9619|20|20|20|20|15
原始枪|137|1686|202|60|18449|9617|9618|9619|10008|2|10|10|10|20
三叉战戟|138|1698|202|60|10005|10006|10007|10008|9620|20|20|20|20|10
异型枪|139|1695|202|60|18450|9618|9619|9620|10009|3|10|10|10|20
蝎枪+|140|1672|202|60|9617|9618|10007|9630|18509|17|13|20|20|20
#水龙之枪|141|210|202|60|18853|18449|18450|9617||1|2|2|20|
圣杯之枪|143|212|202|120|303|18449|18450|9640||1|4|4|20|
偃月刀|144|600402|202|60|9612|9700|10100|10003|10004|10|5|20|20|20
痛击枪|145|600415|202|60|18449|9619|10008|10010|10009|2|9|40|40|40
穿刺枪|146|600416|202|60|18450|9618|10008|10010|10009|2|13|40|40|40
雪之结晶|156|40858|2004|10|9630|12402|9612|||10|20|1||
银折扇|157|40859|2004|10|12802|9613|10100|||10|5|20||
手榴弹|158|40783|2001|10|9612|9613|10001|10002|10402|8|6|20|20|4
冷冻弹|159|40784|2001|10|9613|9614|18311|10003|10402|8|4|12|16|8
#影之珍珠|160|9390|202|0|9350|9360|9370|9380||1|1|1|1|
#影之珍珠|161|9391|202|0|9351|9361|9371|9381||1|1|1|1|
#影之珍珠|162|9392|202|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|163|9393|202|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|164|9394|202|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|165|9395|202|0|9355|9365|9375|9385||1|1|1|1|
皇后手镯|179|18970|202|10|9614|9625|9613|9615|12822|5|20|1|1|20
轻型弓|180|2000|203|60|9611|10000|10400|||3|20|1||
威力短弓|181|2002|203|60|9611|10400|10000|10401|10001|2|3|20|2|20
短战弓|182|2010|203|60|10400|10000|9612|10401|10001|5|20|2|4|20
猎弓|183|2017|203|60|10400|9612|10401|10001|10002|3|4|6|20|20
强弓|184|2022|203|60|10000|10001|9613|10402|10002|20|20|8|7|20
格斗弓|185|2023|203|60|10001|9613|10402|10002|10003|20|9|9|20|20
狙击之弓|186|2035|203|60|10001|10402|10002|9614|10003|20|10|20|10|20
超强狙击弓|187|2038|203|60|10002|9614|10403|10003|10004|20|11|11|20|20
杀手长弓|188|2049|203|60|10402|10003|9614|10004|9615|5|20|9|20|11
冲击弓|189|2042|203|60|9613|10003|9615|10004|10005|5|20|19|20|20
巨弓|190|2055|203|60|10003|10004|9615|10005|9616|20|20|12|20|11
长格斗弓|191|2052|203|60|10004|9615|10005|9616|10006|20|13|20|12|20
破邪长弓|192|2063|203|60|9616|10405|9617|10006|18451|10|6|10|20|1
月光之弓|193|2062|203|60|10004|9616|10005|9617|10006|20|8|20|16|20
原始石弓|194|2071|203|60|18450|9616|9617|10006|10007|1|20|14|20|20
重弦弓|195|2078|203|60|10005|9617|10006|10007|9618|20|11|20|20|12
平行弓|196|2082|203|60|9617|10006|9618|10007|10008|15|20|15|20|20
灵魂之弓|197|2083|203|60|18449|9618|10007|9619|10008|2|15|20|10|20
摘星之弓|198|2095|203|60|9618|10007|9619|10008|10009|20|20|10|20|20
魔弹|199|2098|203|60|18450|9619|10008|9620|10009|4|6|20|10|20
月光之弓+|200|2070|203|60|9618|10006|10007|12415|18509|20|20|20|10|20
#水龙之弓|201|215|203|60|18854|18449|18450|10006||1|2|2|20|
天狼星|203|217|203|120|304|18449|18450|10011||1|4|4|20|
米斯特汀之弓|204|600602|203|60|9700|9615|10100|10004|10005|19|15|20|20|20
调和之弓|205|600615|203|60|18450|9638|9619|10008|10009|2|4|3|40|20
月之弓|206|600616|203|60|18452|9618|9619|10010|10009|2|13|9|40|40
恶魔风笛|215|40860|2004|10|14845|18206|9611|9612|10401|1|20|1|2|1
恋爱耳环|216|40861|2004|10|18977|12800|9614|9615||2|10|1|3|
猫眼耳环|217|40862|2004|10|13700|9615|9613|9614||1|1|3|1|
轮刃|218|40785|2001|10|9613|9614|18313|10003|10403|8|8|16|20|4
蜂巢|219|40786|2001|10|9614|9615|12802|12804|10403|8|8|20|20|8
#影之珍珠|220|9390|203|0|9350|9360|9370|9380||1|1|1|1|
#影之珍珠|221|9391|203|0|9351|9361|9371|9381||1|1|1|1|
#影之珍珠|222|9392|203|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|223|9393|203|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|224|9394|203|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|225|9395|203|0|9355|9365|9375|9385||1|1|1|1|
皇后手镯|239|18970|203|10|9614|9625|9613|9615|12822|5|20|1|1|20
短杖|240|2404|204|60|9611|10000||||4|20|||
权杖|241|2402|204|60|9611|10000|9612|||6|20|2||
大地之杖|242|2413|204|60|10000|9612|10001|||20|10|20||
激流权杖|243|2418|204|60|10000|9612|10001|10002||20|12|20|20|
魔之手杖|244|2435|204|60|10000|9612|10001|9613|10002|20|14|20|2|20
魔之权杖|245|2434|204|60|10000|9612|9613|10002|10003|20|11|8|20|20
贤者手杖|246|2447|204|60|10000|10001|9613|9614|10003|20|20|10|10|20
贤者权杖|247|2446|204|60|10001|9613|9614|10003|10004|20|12|12|20|20
琥珀杖|248|2449|204|60|10001|10002|10003|10004|9615|20|20|20|20|16
琥珀权杖|249|2450|204|60|10002|10003|10004|9615|10005|20|20|20|17|20
元素之杖|250|2461|204|60|10002|10003|10004|10005|9616|20|20|20|20|16
神圣之杖|251|2462|204|60|10003|10004|10005|9616|10006|20|20|20|17|20
怒音之杖|252|2473|204|60|10003|10004|10005|10006|9617|20|20|20|20|18
隐者之杖|253|2478|204|60|10004|9616|10005|10006|9617|20|12|20|20|9
光明短杖|254|2488|204|60|9616|10005|10006|9617|10007|10|20|20|12|20
恶魔之杖|255|2486|204|60|10005|10006|9617|10007|9618|20|20|10|20|7
太阳短杖|256|2492|204|60|10008|9618|10007|||20|15|20||
天使之杖|257|2495|204|60|10008|9618|10007|||20|15|20||
圣者之杖|258|2493|204|60|9620|10008||||10|20|||
星屑短杖|259|2497|204|60|10009|9619|10008|||20|15|20||
落雷权杖+|260|2484|204|60|9618|10006|10007|12415|18509|15|20|20|10|20
#水龙之杖|261|220|204|60|18855|18449|18450|10006||1|2|2|20|
#CEN-1088Prototype|263|222|204|120|305|18449|18450|9640||1|4|4|20|
魔晶之杖|264|600802|204|60|9700|10100|10003|10004|10005|7|20|20|20|20
王者之手|265|600815|204|60|18450|9619|9638|10008|10009|1|3|3|40|40
星锤杖|266|600816|204|60|18450|9619|10010|10008|10009|1|3|40|40|40
泪石之戒|275|40863|2004|10|40042|9615|9614|10004||1|1|2|1|
龙之环|276|40864|2004|10|12415|9615|9614|9611||5|3|1|1|
钛金耳饰|277|40865|2004|10|10405|9625|9615|10003||1|2|5|20|
黄色炸弹|278|40787|2001|10|9614|9615|10003|10004|10404|10|10|20|20|8
迷魂弹|279|40788|2001|10|9614|9615|9616|10005|10404|8|7|7|12|20
#影之珍珠|280|9390|204|0|9350|9360|9370|9380||1|1|1|1|
#影之珍珠|281|9391|204|0|9351|9361|9371|9381||1|1|1|1|
#影之珍珠|282|9392|204|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|283|9393|204|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|284|9394|204|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|285|9395|204|0|9355|9365|9375|9385||1|1|1|1|
皇后手镯|299|18970|204|10|9614|9625|9613|9615|12822|5|20|1|1|20
木制大型回力镖|300|2806|205|60|9611|10000||||4|20|||
青铜回力镖|301|2801|205|60|9611|10000|10001|||7|20|20||
追迹者|302|2812|205|60|9611|10000|9612|10001||7|20|4|20|
彩光回力镖|303|2815|205|60|9611|10000|9612|10001|10002|9|20|6|20|20
暗杀回力镖|304|2820|205|60|10400|10401|10001|9613|10002|8|6|20|5|20
杀敌回力镖|305|2823|205|60|10400|10001|9613|10002|10003|10|20|12|20|20
狮子回力镖|306|2834|205|60|10001|10402|10002|10403|10003|20|10|20|11|20
锐角回力镖|307|2832|205|60|10402|10002|9614|10003|10004|15|20|11|20|20
翼鹿回力镖|308|2848|205|60|10002|10402|10003|10004|10404|20|15|20|20|10
回力镖|309|2843|205|60|10002|10003|10004|9615|10005|20|20|20|20|20
蛇狮回力镖|310|2859|205|60|10002|10003|10004|10005|9616|20|20|20|20|17
鸫回力镖|311|2850|205|60|10003|10004|10005|9616|10006|20|20|20|17|20
熊翼回力镖|312|2862|205|60|10004|9615|10005|10006|9617|20|10|20|20|10
闪光回力镖|313|2863|205|60|18449|10005|9616|10006|9617|1|20|8|20|10
凶豹回力镳|314|2871|205|60|10005|9616|10006|9617|10007|20|10|20|12|20
赤狮回力镳|315|2874|205|60|18450|10003|10404|10006|9618|1|20|10|20|10
天使之翼|316|2887|205|60|10006|9617|10007|9618|10008|20|10|20|10|20
普利辛回力镖|317|2889|205|60|18449|18450|10007|10008|9619|1|1|20|20|10
治愈回力镖|318|2898|205|60|10009|10007|10008|9619||20|20|20|15|
天秤回力镖|319|2899|205|60|18451|18452|10008|10009|9620|2|4|20|20|10
熊翼回力镖+|320|2870|205|60|9618|10006|10007|12415|18509|15|20|20|10|20
#水龙回力镖|321|225|205|60|18856|18449|18450|10006||1|2|2|20|
佛利波罗|323|227|205|120|306|18449|18450|10011||1|4|4|20|
北斗之鎌刀|324|601002|205|60|9700|10100|10003|10004|10005|6|20|20|20|20
基盘飞镖|325|601015|205|60|18454|9619|10008|10010|10009|2|7|40|20|40
节制飞镖|326|601016|205|60|18450|9619|9638|10008|10009|2|4|2|40|40
蓝羽发簪|336|40866|2004|10|16379|9616|9614|9625||1|3|1|2|
黑魔法之戒|337|40867|2004|10|40043|9615|9614|40743||1|3|1|2|
臭弹|338|40789|2001|10|15630|9615|9616|10005|10404|1|7|8|8|14
狂风炸弹|339|40790|2001|10|9617|10004|10005|18313||12|12|20|30|
#影之珍珠|340|9390|205|0|9350|9360|9370|9380||1|1|1|1|
#影之珍珠|341|9391|205|0|9351|9361|9371|9381||1|1|1|1|
#影之珍珠|342|9392|205|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|343|9393|205|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|344|9394|205|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|345|9395|205|0|9355|9365|9375|9385||1|1|1|1|
皇后手镯|359|18970|205|10|9614|9625|9613|9615|12822|5|20|1|1|20
小刀|360|3201|206|60|9611|10000||||4|20|||
锐刃小刀|361|3204|206|60|9611|9612|10001|||4|4|20||
圆盘小刀|362|3212|206|60|9611|9612|10401|10001||6|3|3|20|
细刃掷刀|363|3213|206|60|9612|10401|10001|9613|10002|7|4|20|3|20
滑翔小刀|364|3222|206|60|9612|10001|9613|10402|10002|8|20|5|4|20
细直刃小刀|365|3229|206|60|9613|10402|10002|9614|10003|7|7|20|5|20
耳柄小刀|366|3230|206|60|9613|10002|9614|10403|10003|8|20|7|7|20
骑士小刀|367|3235|206|60|9614|10403|10003|9615|10004|8|8|20|7|20
球锷小刀|368|3245|206|60|9614|10003|10004|9615|10404|7|20|20|8|8
双刃小刀|369|3241|206|60|9614|10003|9615|9616|10005|8|20|7|7|20
阔刃小刀|370|3251|206|60|9614|9615|10004|9616|10005|8|7|20|8|20
触角小刀|371|3253|206|60|10004|10005|9617|||20|20|15||
汉拉堤小刀|372|3260|206|60|18443|10404|10005|10006|9617|1|10|20|20|10
凶杀刀|373|3269|206|60|10003|10005|9616|10006|9617|20|20|10|20|10
切肉小刀|374|3276|206|60|18450|10005|10006|9617|10007|1|20|20|20|20
古传小刀|375|3279|206|60|10002|10003|10005|10006|9618|20|20|20|20|14
华丽小刀|376|3288|206|60|10005|10006|10007|9618|10008|20|20|20|20|20
手里剑|377|3281|206|60|18449|18451|10006|10007|9619|1|1|20|20|15
勾爪掷刀|378|3294|206|60|10006|10007|10008|9619|10009|20|20|20|15|20
幻之匕首|379|3299|206|60|18449|18451|18443|10009|9620|1|1|1|20|10
疾速短刀+|380|3270|206|60|9618|10006|10007|12415|18509|12|20|20|10|20
#水龙小刀|381|230|206|60|18857|18449|18450|9617||1|2|2|10|
亚尔提小刀|383|232|206|120|307|18449|18450|9640||1|4|4|10|
忍者飞镖|384|601202|206|60|9700|9614|9616|10003|10005|6|5|5|20|20
破灭刀|385|601215|206|60|18450|9638|9619|10008|10009|1|4|3|40|40
凶残刀|386|601216|206|60|18450|9618|9619|10010|10009|2|2|5|40|40
催泪弹|398|40791|2001|10|9617|10005|12806|10406|18443|16|20|20|8|1
催眠弹|399|40792|2001|10|9616|9617|12806|10005|10004|12|12|20|20|20
#影之珍珠|400|9390|206|0|9350|9360|9370|9380||1|1|1|1|
#影之珍珠|401|9391|206|0|9351|9361|9371|9381||1|1|1|1|
#影之珍珠|402|9392|206|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|403|9393|206|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|404|9394|206|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|405|9395|206|0|9355|9365|9375|9385||1|1|1|1|
皇后手镯|419|18970|206|10|9614|9625|9613|9615|12822|5|20|1|1|20
硬皮头盔|420|3601|207|45|10400|18211||||2|20|||
铜制头盔|421|3602|207|45|9611|10400||||3|3|||
铁板布盔|422|3611|207|45|9611|10400|9612|||4|3|2||
铜铁皮盔|423|3612|207|45|9611|10400|9612|10401||5|2|3|2|
金属护额|424|3622|207|45|9611|9612|10401|9613||4|5|2|3|
铁制头盔|425|3620|207|45|9611|9612|9613|10402||3|10|3|1|
霸葛头盔|426|3632|207|45|9611|9612|9613|9614||4|4|5|5|
角饰头盔|427|3635|207|45|9611|9612|9613|9614|10403|5|5|5|5|2
开放式头盔|428|3642|207|45|10403|9614|9615|||5|5|8||
葛理克头盔|429|3640|207|45|10403|9614|9615|10404||5|5|5|5|
巴比克头盔|430|3654|207|45|9615|10404|9616|||5|5|8||
利刃头盔|431|3651|207|45|10404|9615|10405|9616||5|5|5|5|
骑士头盔|432|3662|207|45|18449|9615|9616|10405|9617|1|8|4|4|5
钢制头盔|433|3664|207|45|10404|10004|9616|9617|10006|9|20|5|5|20
博流盖尔头盔|434|3670|207|45|18451|10405|9617|10006|9618|5|5|5|20|5
铆钉头盔|435|3671|207|45|9612|10406|9618|10007||10|5|5|20|
羽毛头盔|436|3683|207|45|10406|10006|9618|10007|9619|3|20|3|20|5
龙盔|437|3682|207|45|18449|18451|10406|9619|10008|1|1|4|8|20
白金头盔|438|3693|207|45|10406|9618|9619|10008|9620|3|3|5|20|3
圣龙头盔|439|3692|207|45|18450|18449|9619|9620|10009|4|4|5|5|20
钢制头盔+|440|3675|207|45|9617|9618|10007|9630|18509|7|5|20|20|20
#水龙头盔|441|235|207|60|18858|18449|18450|9617||1|2|2|10|
依古诺头盔|443|237|207|120|308|18449|18450|9640||1|4|4|15|
圣骑士之盔|444|601400|207|45|10100|9615|9614|9700||20|4|4|3|
正义头盔|445|601415|207|45|18451|9619|9618|10010|9700|2|5|7|40|10
灵力头盔|446|601416|207|45|18455|9618|9619|10009|9700|2|6|6|40|9
祈愿之符|456|40868|2004|10|14663|10404|9617|||1|10|1||
镜戒|457|40869|2004|10|9618|10005|9615|||1|20|1||
星星弹|458|40793|2001|10|9617|10005|10006|10007|18451|20|20|20|20|1
毒气弹|459|40794|2001|10|9618|10006|10003|18634|10411|18|20|10|1|12
#影之珍珠|460|9390|207|0|9350|9360|9370|9380||1|1|1|1|
#影之珍珠|461|9391|207|0|9351|9361|9371|9381||1|1|1|1|
#影之珍珠|462|9392|207|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|463|9393|207|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|464|9394|207|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|465|9395|207|0|9355|9365|9375|9385||1|1|1|1|
皇后手镯|479|18970|207|10|9614|9625|9613|9615|12822|5|20|1|1|20
麻布帽|480|4004|208|45|10400|18211||||2|20|||
硬帽|481|4001|208|45|10400|10000|18211|||4|20|20||
轻帽|482|4011|208|45|10400|10000|10401|12801||5|20|2|20|
皮帽|483|4013|208|45|10400|18211|10401|10001|12801|6|20|3|20|20
硬皮帽|484|4022|208|45|9611|18211|10401|10402||4|20|5|4|
可爱的帽子|485|4020|208|45|10400|10401|10402|12803||6|6|5|20|
时髦帽子|486|4032|208|45|10400|12801|10402|12802|10403|6|20|6|20|6
鸭舌帽|487|4031|208|45|18211|10401|10402|12803||20|11|11|20|
蓝徽章之帽|488|4040|208|45|10403|12803|10404|||7|20|10||
高级帽子|489|4042|208|45|10403|10405|12804|||8|10|20||
装饰着花的帽子|490|4054|208|45|12801|12802|12803|10403|12804|20|20|20|19|20
青铜帽子|491|4051|208|45|9611|10403|12805|||15|14|20||
淑女帽|492|4064|208|45|18311|10404|10405|12806||5|10|10|20|
可爱的扁帽子|493|4062|208|45|18312|12804|12806|10406||5|20|20|13|
军帽|494|4070|208|45|10403|10404|10406|12807||5|5|10|20|
时髦避暑帽子|495|4074|208|45|18453|12805|12807|10407||1|20|20|10|
羽毛帽|496|4082|208|45|18211|12806|10406|10407|12808|20|20|6|8|20
魔术师之帽|497|4084|208|45|18450|10402|12807|10407|12808|2|20|20|10|20
黄昏之帽|498|4091|208|45|10403|10407|10408|12809||5|5|7|20|
妖精之帽|499|4092|208|45|18454|18453|10405|12809|10409|5|2|5|20|5
可爱的扁帽子+|500|4075|208|45|18312|12806|12807|12810|18509|10|20|20|20|20
#水龙之帽|501|240|208|60|18859|18449|18450|12806||1|2|2|20|
头目之帽|502|241|208|60|18859|18449|18450|12811||2|3|3|20|
荷莱松之帽|503|242|208|120|309|18449|18450|12812||1|4|4|20|
剑客帽|504|601600|208|45|10405|10402|12804|10100|18310|4|10|20|20|2
贝斯神帽|505|601615|208|45|18456|18454|12811|12809|10406|1|2|40|40|11
神官帽|506|601616|208|45|18453|18452|12811|12808|10409|2|2|40|40|16
红羽发簪|516|40870|2004|10|16378|9616|9618|9625||1|3|1|2|
香草锦囊|517|40871|2004|10|12811|10010|10405|10407||20|20|1|2|1
烧夷弹|518|40795|2001|10|9320|18206|12810|18312|10411|1|20|10|9|6
碎纸弹|519|40796|2001|10|9638|12811|12808|12800|10408|20|20|16|20|16
#影之珍珠|520|9390|208|0|9350|9360|9370|9380||1|1|1|1|
#影之珍珠|521|9391|208|0|9351|9361|9371|9381||1|1|1|1|
#影之珍珠|522|9392|208|0|9352|9362|9372|9382||1|1|1|1|
#影之珍珠|523|9393|208|0|9353|9363|9373|9383||1|1|1|1|
#影之珍珠|524|9394|208|0|9354|9364|9374|9384||1|1|1|1|
#影之珍珠|525|9395|208|0|9355|9365|9375|9385||1|1|1|1|
#皇后手镯|539|18970|208|10|9614|9625|9613|9615|12822|5|20|1|1|20
软皮甲|540|4400|209|60|9611|10000|18211|||3|20|20||
护心甲|541|4405|209|60|9611|10000|9612|||4|20|3||
青铜铠甲|542|4410|209|60|9611|10000|9612|10001||7|20|2|20|
轻型铠甲|543|4411|209|60|9611|18211|9612|9613||4|20|5|3|
轻型锁炼甲|544|4420|209|60|9611|9612|10002|||6|10|20||
环甲|545|4421|209|60|9611|9612|10001|9613|9614|5|4|20|5|4
钢铁铠甲|546|4430|209|60|9612|9613|10002|9614||13|4|20|2|
金属皮甲|547|4434|209|60|9612|9613|10002|9614|10004|6|9|20|8|20
长型金属铠甲|548|4442|209|60|9612|9613|9614|10003|9615|5|10|7|20|5
索状铠甲|549|4444|209|60|9612|9613|9614|9615|10004|5|5|8|10|20
重铁板甲|550|4459|209|60|9613|9614|9615|10004|9616|5|5|5|20|10
铁板半身甲|551|4458|209|60|9613|9614|9615|9616|10005|6|6|6|10|20
实战铠甲|552|4464|209|60|9612|9615|9616|10005|9617|20|5|5|20|8
黄金铠甲|553|4461|209|60|18454|9614|9615|9616|9617|1|10|10|10|10
重金属铠甲|554|4470|209|60|9612|9617|9618|||20|10|10||
野兽铠甲|555|4471|209|60|18455|9613|10005|9617||1|15|20|20|
帝王之铠|556|4484|209|60|9619|9617|9618|10007||10|10|10|20|
亡灵铠甲|557|4481|209|60|18450|9612|9617|9618|9619|5|20|10|10|12
漆黑之铠|558|4490|209|60|9616|9617|9618|9619|9620|5|5|10|10|5
骑士铠甲|559|4491|209|60|18450|18449|9615|9619|9620|5|5|20|10|10
轻短铠甲+|560|4475|209|60|9617|9618|10006|9630|18509|13|15|10|20|20
#水龙之铠|561|245|209|60|18860|18449|18450|9617||1|2|2|20|
#PRAHS-08ZM|563|247|209|120|310|18449|18450|9640||1|4|4|20|
剑齿铠甲|564|601800|209|60|9612|9700|9615|9616|10100|3|6|5|4|20
红绳威铠|565|601815|209|60|18455|9638|9619|9620|9700|2|10|10|2|13
守护铠甲|566|601816|209|60|18456|9620|9638|9618|9700|2|8|4|10|5
丰年之穗|576|40872|2004|10|12807|9638|12806|18452||20|1|20|2|1
茴香环|577|40873|2004|10|9640|12808|10007|18449||1|20|20|2|1
